message
"<14>1 {currentTime} PA-VMREPLAY - - - - 1,{currentTime},007051000048577,TRAFFIC,end,2561,{currentTime},10.10.6.22,141.164.56.189,0.0.0.0,0.0.0.0,To-Internet,,,dns-base,vsys1,KJ-Server,External,ethernet1/2,ethernet1/1,LogRhythm,{currentTime},220477,1,63013,53,0,0,0x19,udp,allow,210,89,121,2,{currentTime},0,any,,7031593613822858941,0x0,192.168.0.0-192.168.255.255,United States,,1,1,aged-out,0,0,0,0,,PA-VM,from-policy,,,0,,0,,N/A,0,0,0,0,b26b1a19-0734-404a-8f1c-f5e43cfb7e0f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{currentTime},,,infrastructure,networking,network-protocol,3,""used-by-malware,has-known-vulnerability,pervasive-use"",dns,dns-base,no,no,0"
"<14>1 {currentTime} PA-VMReplay - - - - 1,{currentTime},007051000048577,TRAFFIC,end,2561,{currentTime},192.168.2.21,54.145.186.126,0.0.0.0,0.0.0.0,To-Internet,,,sentinelone,vsys1,Demo-Zone,External,ethernet1/5,ethernet1/1,LogRhythm,{currentTime},220883,1,39912,443,0,0,0x47a,tcp,allow,9580,1913,7667,22,{currentTime},0,license-expired,,7031593613822859723,0x0,192.168.0.0-192.168.255.255,United States,,11,11,tcp-fin,0,0,0,0,,PA-VM,from-policy,,,0,,0,,N/A,0,0,0,0,b26b1a19-0734-404a-8f1c-f5e43cfb7e0f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{currentTime},,,management,business-systems,client-server,1,,,sentinelone,no,no,0"
"<14>1 {currentTime} PA-VMREPLAY - - - - 1,{currentTime},007051000048577,TRAFFIC,end,2561,{currentTime},192.168.1.16,17.253.201.8,0.0.0.0,0.0.0.0,To-Internet,,,dns-base,vsys1,KJ-Server,External,ethernet1/2,ethernet1/1,LogRhythm,{currentTime},220477,1,63013,53,0,0,0x19,udp,allow,210,89,121,2,{currentTime},0,any,,7031593613822858941,0x0,192.168.0.0-192.168.255.255,United States,,1,1,aged-out,0,0,0,0,,PA-VM,from-policy,,,0,,0,,N/A,0,0,0,0,b26b1a19-0734-404a-8f1c-f5e43cfb7e0f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{currentTime},,,infrastructure,networking,network-protocol,3,""used-by-malware,has-known-vulnerability,pervasive-use"",dns,dns-base,no,no,0"
"<14>1 {currentTime} PA-VMReplay - - - - 1,{currentTime},007051000048577,TRAFFIC,end,2561,{currentTime},192.168.2.21,54.145.186.126,0.0.0.0,0.0.0.0,To-Internet,,,sentinelone,vsys1,Demo-Zone,External,ethernet1/5,ethernet1/1,LogRhythm,{currentTime},220883,1,39912,443,0,0,0x47a,tcp,allow,9580,1913,7667,22,{currentTime},0,license-expired,,7031593613822859723,0x0,192.168.0.0-192.168.255.255,United States,,11,11,tcp-fin,0,0,0,0,,PA-VM,from-policy,,,0,,0,,N/A,0,0,0,0,b26b1a19-0734-404a-8f1c-f5e43cfb7e0f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{currentTime},,,management,business-systems,client-server,1,,,sentinelone,no,no,0"
"<14>1 {currentTime} PA-VMReplay - - - - 1,{currentTime},007051000048577,TRAFFIC,end,2561,{currentTime},192.168.2.21,54.145.186.126,0.0.0.0,0.0.0.0,To-Internet,,,sentinelone,vsys1,Demo-Zone,External,ethernet1/5,ethernet1/1,LogRhythm,{currentTime},220883,1,39912,443,0,0,0x47a,tcp,allow,9580,1913,7667,22,{currentTime},0,license-expired,,7031593613822859723,0x0,192.168.0.0-192.168.255.255,United States,,11,11,tcp-fin,0,0,0,0,,PA-VM,from-policy,,,0,,0,,N/A,0,0,0,0,b26b1a19-0734-404a-8f1c-f5e43cfb7e0f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{currentTime},,,management,business-systems,client-server,1,,,sentinelone,no,no,0"
"<14>1 {currentTime} PA-VMReplay - - - - 1,{currentTime},007051000048577,TRAFFIC,end,2561,{currentTime},192.168.2.21,54.145.186.126,0.0.0.0,0.0.0.0,To-Internet,,,sentinelone,vsys1,Demo-Zone,External,ethernet1/5,ethernet1/1,LogRhythm,{currentTime},220883,1,39912,443,0,0,0x47a,tcp,allow,9580,1913,7667,22,{currentTime},0,license-expired,,7031593613822859723,0x0,192.168.0.0-192.168.255.255,United States,,11,11,tcp-fin,0,0,0,0,,PA-VM,from-policy,,,0,,0,,N/A,0,0,0,0,b26b1a19-0734-404a-8f1c-f5e43cfb7e0f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{currentTime},,,management,business-systems,client-server,1,,,sentinelone,no,no,0"
"<165>1 {currentTime} PA-VM - - - - 1,{currentTime},6D16180D9C53349,THREAT,file,2561,{currentTime},192.168.1.16,192.221.210.103,0.0.0.0,0.0.0.0,internet-egress,,,web-browsing,vsys1,trust,untrust,tunnel.5,tunnel.4,logs-to-Axon,{currentTime},507256,1,64490,80,0,0,0x2000,tcp,alert,""pca3.crl"",Certificate Revocation List File(52280),computer-and-internet-info,low,server-to-client,7151406545421166855,0x0,10.0.0.0-10.255.255.255,United States,,,0,,,1,,,,,,,,0,0,0,0,0,,PA-VM,,,,,0,,0,,N/A,unknown,AppThreat-8712-8068,0x0,0,4294967295,,,4447348b-c610-4074-a351-fcc1e413cae3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,{currentTime},,,,internet-utility,general-internet,browser-based,4,""used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use"",,web-browsing,no,no"
"<166>1 {currentTime} PA-VM - - - - 1,{currentTime},6D16180D9C53349,THREAT,url,2561,{currentTime},192.168.1.16,162.125.6.14,0.0.0.0,0.0.0.0,internet-egress,,,dropbox-base,vsys1,trust,untrust,tunnel.2,tunnel.1,logs-to-Axon,{currentTime},577816,1,52961,443,0,0,0xb400,tcp,alert,""api-content.dropbox.com/"",(9999),online-storage-and-backup,informational,client-to-server,7151406545421166865,0x0,10.0.0.0-10.255.255.255,United States,,,0,,,0,,,,,,,,0,0,0,0,0,,PA-VM,,,,,0,,0,,N/A,unknown,AppThreat-0-0,0x0,0,4294967295,,""online-storage-and-backup,medium-risk"",4447348b-c610-4074-a351-fcc1e413cae3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,{currentTime},,,,file-sharing,saas,client-server,4,""evasive-behavior,able-to-transfer-file,has-known-vulnerability,pervasive-use,is-saas,is-hipaa,is-pci,is-soc1,is-soc2,is-ssae16"",dropbox,dropbox-base,yes,no"
"<165>1 {currentTime} PA-VM - - - - 1,{currentTime},6D16180D9C53349,THREAT,file,2561,{currentTime},192.168.1.16,192.221.210.103,0.0.0.0,0.0.0.0,internet-egress,,,web-browsing,vsys1,trust,untrust,tunnel.5,tunnel.4,logs-to-Axon,{currentTime},507256,1,64490,80,0,0,0x2000,tcp,alert,""pca3.crl"",Certificate Revocation List File(52280),computer-and-internet-info,low,server-to-client,7151406545421166855,0x0,10.0.0.0-10.255.255.255,United States,,,0,,,1,,,,,,,,0,0,0,0,0,,PA-VM,,,,,0,,0,,N/A,unknown,AppThreat-8712-8068,0x0,0,4294967295,,,4447348b-c610-4074-a351-fcc1e413cae3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,{currentTime},,,,internet-utility,general-internet,browser-based,4,""used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use"",,web-browsing,no,no"
"<14>1 {currentTime} PA-VMReplay - - - - 1,{currentTime},007051000048577,TRAFFIC,end,2561,{currentTime},192.168.2.21,54.145.186.126,0.0.0.0,0.0.0.0,To-Internet,,,sentinelone,vsys1,Demo-Zone,External,ethernet1/5,ethernet1/1,LogRhythm,{currentTime},220883,1,39912,443,0,0,0x47a,tcp,allow,9580,1913,7667,22,{currentTime},0,license-expired,,7031593613822859723,0x0,192.168.0.0-192.168.255.255,United States,,11,11,tcp-fin,0,0,0,0,,PA-VM,from-policy,,,0,,0,,N/A,0,0,0,0,b26b1a19-0734-404a-8f1c-f5e43cfb7e0f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{currentTime},,,management,business-systems,client-server,1,,,sentinelone,no,no,0"
